Restriction Type,Parking Spaces,Times Of Operation,Maximum Stay,Tariff,Cashless Identifier,Nearest Machine,Road Name,Postcode,Controlled Parking Zone,Valid Parking Permits,Parking Bay Length Metres,Disclaimer,Easting,Northing,EPSG:27700 Well Known Text Geometry,EPSG:4326 Well Known Text Geometry,Unique Identifier,Spatial Accuracy,Last Uploaded,Socrata ID
disabled (blue badge),2,"mon-fri 09:00-18:30, sat 09:30-13:30",N/A,N/A,N/A,N/A,Endsleigh Street,WC1H 9HE,CA-D,N/A,11,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529800,182385,"LINESTRING (529804.214836054 182379.2537369,529803.893278671 182380.393410672,529796.497458863 182390.490520404,529794.996857742 182389.470812293)","LINESTRING (-0.130310018996258 51.5254274222708,-0.13031423198604 51.525437737937,-0.130417063209274 51.5255301751576,-0.130439057001511 51.5255213559677)",46036331,Defined By Custodian,4/9/17 23:31,1334
paid-for,7,mon-sat 08:30-18:30,2 hours,å£5.55 p/h,13895,E106,Whitfield Street,W1T 4DE,CA-E,N/A,37,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529399,181923,"LINESTRING (529412.360062163 181909.02833752,529410.752275248 181907.798689504,529389.067764552 181938.549887065,529390.7744922 181939.769537943)","LINESTRING (-0.136127839017434 51.5212915076429,-0.136151450734671 51.521280825218,-0.136452540224081 51.5215621391059,-0.136427506822281 51.5215727091056)",46036332,Defined By Custodian,4/9/17 23:31,1335
paid-for,6,"mon-fri 08:30-18:30, sat-sun 09:30-17:30",2 hours,å£2.75 p/h,13594,F202,Buck Street,NW1 8NJ,CA-F,N/A,32,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",528900,184011,"MULTILINESTRING ((528915.290063561 184011.496512266,528902.337072571 184011.886400661,528903.037902764 184011.916392076,528900.061435707 184011.936386353,528895.172114474 184011.616477926,528885.294531275 184009.77700447,528885.434697313 184007.707596831),(528915.380759233 184009.307138967,528915.446719722 184011.496512266),(528915.290063561 184011.496512266,528915.43847466 184011.496512266,528915.595130821 184011.506509404))","MULTILINESTRING ((-0.142519396206261 51.5402992927601,-0.142705922877298 51.5403057519076,-0.142695812035246 51.5403058615371,-0.142738699459597 51.5403067202903,-0.142809277942087 51.5403049608263,-0.142952299611991 51.5402906834181,-0.142951036661928 51.540272054352),(-0.142518890260079 51.5402795968868,-0.142517138588994 51.5402992570157),(-0.142519396206261 51.5402992927601,-0.142517257410956 51.540299258897,-0.142514996135714 51.5402993129935))",46042317,Defined By Custodian,4/9/17 23:31,1336
paid-for,2,"mon-fri 08:30-18:30, sat-sun 09:30-17:30",2 hours,å£2.75 p/h,13593,F202,Buck Street,NW1 8NJ,CA-F,N/A,13,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",528865,184005,"MULTILINESTRING ((528871.492298992 184008.097485227,528867.320298074 184006.118051834,528863.873862534 184004.498515421,528864.995190844 184002.709027657),(528876.241454186 184007.097771392,528876.068307903 184009.027219094),(528870.898654592 184007.807568215,528872.259089674 184008.437387931,528876.068307903 184009.037216232))","MULTILINESTRING ((-0.143151821934437 51.5402787384906,-0.143212669850149 51.5402619015552,-0.143262929763043 51.5402481333791,-0.143247424506345 51.5402317960801),(-0.143083746178534 51.5402686711175,-0.143085535666598 51.5402860499312),(-0.143160483159339 51.5402762685066,-0.143140647163808 51.5402816181854,-0.143085532009745 51.5402861397722))",46042319,Defined By Custodian,4/9/17 23:31,1337
solo motorcycles,1,N/A,N/A,N/A,N/A,N/A,New Oxford Street,WC1A 1BA,CA-C,N/A,7,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530286,181479,"MULTILINESTRING ((530287.6887289 181477.521854966,530287.111574623 181480.001145277,530280.729897331 181478.901460058,530281.183375691 181476.432166886),(530286.435479612 181479.301345592,530286.303558635 181479.231365624),(530286.303558635 181479.231365624,530286.295313574 181479.261357039))","MULTILINESTRING ((-0.123677971476575 51.5172126913909,-0.123685369102509 51.5172351047913,-0.123777695962228 51.517226692722,-0.123772076009108 51.5172043976624),(-0.123695365916088 51.5172289717433,-0.123697291930361 51.5172283732565),(-0.123697291930361 51.5172283732565,-0.12369739961507 51.5172286446774))",46042328,Defined By Custodian,4/9/17 23:31,1338
resident permit holders only,2,"mon-fri 09:00-18:30, sat 09:30-13:30",N/A,N/A,N/A,N/A,Belsize Lane,NW3 5BB,CA-B,CA-B,10,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",526747,184777,"LINESTRING (526743.293617698 184772.828583227,526745.132266323 184772.178769235,526748.916749369 184782.345858936,526747.028630377 184783.055655758)","LINESTRING (-0.173547172687865 51.5476326625332,-0.173520904530849 51.5476264102098,-0.17346269638834 51.547716930783,-0.173489656061404 51.5477237332751)",46035081,Defined By Custodian,4/9/17 23:31,134
solo motorcycles,1,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,Barter Street,WC1A 2BA,CA-C,N/A,10,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530319,181517,"LINESTRING (530321.394538681 181522.349023323,530322.853914496 181520.189641439,530315.218987916 181515.001126636,530313.767857163 181517.030545721)","LINESTRING (-0.123175918752318 51.5176077683521,-0.123155695657894 51.5175880264829,-0.123267585457257 51.5175431589597,-0.123287737826504 51.5175617309852)",46042365,Defined By Custodian,4/9/17 23:31,1340
solo motorcycles,1,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,Museum Street,WC1A 2SE,CA-C,N/A,14,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530173,181502,"LINESTRING (530176.586530562 181495.276772674,530178.0623965 181496.516417829,530169.256671244 181508.762912307,530167.681864573 181507.673224227)","LINESTRING (-0.12527172037065 51.5173978364533,-0.125250004687054 51.5174086369002,-0.125372323008902 51.5175207186661,-0.125395408525962 51.5175112885805)",46042367,Defined By Custodian,4/9/17 23:31,1341
bus cage,,at any time,N/A,N/A,N/A,N/A,New Oxford Street,WC1A 1DG,CA-C,N/A,20,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529974,181413,"LINESTRING (529965.141938625 181408.241686208,529964.614254714 181410.491042337,529984.336440868 181415.819517077,529984.880614901 181413.700123747)","LINESTRING (-0.128349418311622 51.5166643225221,-0.128356190302797 51.5166846579473,-0.128070154290776 51.5167280097873,-0.128063097019143 51.5167088384845)",46042368,Defined By Custodian,4/9/17 23:31,1342
disabled (blue badge),1,at any time,N/A,N/A,N/A,N/A,Stedham Place,WC1A 1NH,CA-C,N/A,5,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530095,181474,"LINESTRING (530095.545825 181477.811771978,530093.707176374 181476.802061005,530096.502252087 181471.953448906,530098.349145774 181473.053134124)","LINESTRING (-0.126445465282052 51.5172595361882,-0.126472321305827 51.5172508853136,-0.126433849363048 51.5172066695871,-0.12640684141781 51.517216127121)",46042369,Defined By Custodian,4/9/17 23:31,1343
disabled (blue badge),1,at any time,N/A,N/A,N/A,N/A,Coptic Street,WC1A 1NH,CA-C,N/A,6,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530115,181487,"LINESTRING (530112.464690379 181489.238501111,530113.957046438 181490.148240701,530117.510667773 181484.119966277,530116.133742569 181483.230220963)","LINESTRING (-0.126197553589781 51.5173583310849,-0.12617572229252 51.5173661631741,-0.126126759619134 51.5173111716223,-0.126146920869526 51.5173034926612)",46042370,Defined By Custodian,4/9/17 23:31,1344
resident permit holders only,1,at any time,N/A,N/A,N/A,N/A,Museum Street,WC1A 1LQ,CA-C,CA-C,5,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530128,181566,"LINESTRING (530131.799358661 181565.186761148,530130.307002602 181564.117067345,530127.124409017 181568.475819665,530128.625010137 181569.565507745)","LINESTRING (-0.125891043266604 51.518036400059,-0.12591293393851 51.5180271305794,-0.125957168598503 51.51806703347,-0.125935151777633 51.5180764807412)",46042371,Defined By Custodian,4/9/17 23:31,1345
resident permit holders only,4,at any time,N/A,N/A,N/A,N/A,Little Russell Street,WC1A 2HS,CA-C,CA-C,24,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530198,181567,"LINESTRING (530187.255639627 181562.117639675,530188.245046959 181560.548088954,530208.577367635 181575.013948145,530207.34060847 181576.633484557)","LINESTRING (-0.125093376925393 51.5179960534467,-0.125079704626419 51.5179817206929,-0.124781496485314 51.5181070380759,-0.12479871316799 51.5181218770254)",46042372,Defined By Custodian,4/9/17 23:31,1346
resident permit holders only,2,at any time,N/A,N/A,N/A,N/A,Bury Place,WC1A 2JL,CA-C,CA-C,10,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530225,181628,"LINESTRING (530224.465600377 181633.537196039,530222.808343095 181632.397522268,530228.711806844 181624.179874545,530230.509230164 181625.439513977)","LINESTRING (-0.124531036186969 51.5186293049323,-0.124555328535805 51.5186194448085,-0.124473326984518 51.518544236339,-0.124446971380179 51.5185551422479)",46042373,Defined By Custodian,4/9/17 23:31,1347
disabled (green permit),1,at any time,N/A,N/A,N/A,N/A,Bloomsbury Square,WC1A 2RJ,CA-C,N/A,5,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530318,181633,"LINESTRING (530318.442806807 181637.056188738,530316.851510014 181635.926512105,530320.058838783 181631.467788401,530321.724341125 181632.62745645)","LINESTRING (-0.123176060977899 51.5186392768627,-0.123199399810273 51.5186294916607,-0.123154847695731 51.5185886836479,-0.123130428917736 51.5185987212591)",46042374,Defined By Custodian,4/9/17 23:31,1348
disabled (green permit),1,at any time,N/A,N/A,N/A,N/A,Bloomsbury Square,WC1A 2RJ,CA-C,N/A,5,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530324,181625,"LINESTRING (530324.502926716 181628.778558185,530322.911629924 181627.578901583,530326.044753142 181623.200154987,530327.693765362 181624.439800142)","LINESTRING (-0.123091827332076 51.5185634923022,-0.123115191996004 51.5185530782342,-0.123071679358847 51.5185130060169,-0.123047468584437 51.5185237661348)",46042375,Defined By Custodian,4/9/17 23:31,1349
resident permit holders only,2,"mon-fri 09:00-18:30, sat 09:30-13:30",N/A,N/A,N/A,N/A,Belsize Lane,NW3 5BB,CA-B,CA-B,12,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",526764,184817,"LINESTRING (526766.470484453 184817.49579737,526764.565875339 184818.135614225,526764.49991485 184817.945668596,526760.624736132 184806.53893374,526762.620040919 184805.859128332)","LINESTRING (-0.173197026504897 51.5480288775627,-0.173224249197925 51.5480350549207,-0.173225268322823 51.5480333627176,-0.173285230835266 51.547931722167,-0.173256715306016 51.5479251651)",46035082,Defined By Custodian,4/9/17 23:31,135
solo motorcycles,1,at any time,N/A,N/A,N/A,N/A,Bloomsbury Place,WC1A 2QN,CA-C,N/A,17,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530348,181753,"LINESTRING (530356.172206406 181756.362037794,530354.671605285 181758.551411093,530341.693879112 181748.944161139,530343.10378456 181746.944733469)","LINESTRING (-0.122588507089198 51.5197027340271,-0.122609313600855 51.5197227550197,-0.122799802978381 51.5196394103649,-0.122780232666275 51.5196211172793)",46042376,Defined By Custodian,4/9/17 23:31,1350
bus cage,1,at any time,N/A,N/A,N/A,N/A,Southampton Row,WC1B 5HP,CA-C,N/A,39,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530415,181726,"LINESTRING (530425.09267215 181709.425473246,530427.219897914 181711.314932394,530403.90286512 181742.086124232,530401.849844906 181740.58655348)","LINESTRING (-0.121613088690409 51.5192650399787,-0.121581748491469 51.5192815290908,-0.121906242732328 51.519563435634,-0.12193636997918 51.5195504330929)",46042377,Defined By Custodian,4/9/17 23:31,1351
disabled (blue badge),4,at any time,N/A,N/A,N/A,N/A,Bloomsbury Square,WC1A 2EB,CA-C,N/A,25,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530392,181663,"LINESTRING (530396.523535434 181653.841384026,530398.378674182 181655.03104349,530394.47051522 181660.729412348,530390.900403763 181665.86794146,530384.642402388 181674.745400314,530382.366765524 181673.065881071)","LINESTRING (-0.122045159193653 51.518772117404,-0.122017997406749 51.5187823805671,-0.122072185448335 51.5188344908193,-0.122121711190466 51.5188814920347,-0.122208572433322 51.5189627133262,-0.122241972362115 51.51894814491)",46042378,Defined By Custodian,4/9/17 23:31,1352
bus cage,,at any time,N/A,N/A,N/A,N/A,Great Russell Street,WC1B 3BP,CA-C,N/A,18,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530251,181683,"LINESTRING (530260.199695189 181687.511745985,530259.268003284 181689.021313876,530244.138316164 181677.994470277,530245.168948801 181676.534888078)","LINESTRING (-0.123996380734386 51.5191061220505,-0.124009243808082 51.5191199025894,-0.124231250055998 51.5190242939736,-0.124216943301035 51.5190109398693)",46042379,Defined By Custodian,4/9/17 23:31,1353
bus cage,,at any time,N/A,N/A,N/A,N/A,High Holborn,WC1V 7BW,CA-C,N/A,22,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530442,181509,"LINESTRING (530450.693586869 181508.133092591,530449.80312027 181510.712354285,530442.588691806 181509.382734884,530429.685171183 181505.223925331,530430.691068637 181502.334752348)","LINESTRING (-0.121318757648956 51.5174502005175,-0.121330630104043 51.5174735847388,-0.121435037723727 51.5174633003134,-0.121622436445427 51.5174289032996,-0.121609015777032 51.5174027074315)",46042380,Defined By Custodian,4/9/17 23:31,1354
loading / resident permit holders,1,mon-sat 08:30-18:30,loading 40 minutes,N/A,N/A,N/A,High Holborn,WC1V 6PQ,CA-C,N/A,11,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530424,181509,"LINESTRING (530428.943115684 181513.421578777,530429.89129771 181511.322179724,530419.205698523 181508.203072559,530418.389437474 181510.312468751)","LINESTRING (-0.121630094156075 51.5175027434978,-0.121617212798386 51.5174836583258,-0.121772280377463 51.5174580928586,-0.121783257919061 51.5174772374275)",46042381,Defined By Custodian,4/9/17 23:31,1355
disabled (green permit),2,at any time,N/A,N/A,N/A,N/A,High Holborn,WC1V 6PX,CA-C,N/A,13,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530367,181494,"LINESTRING (530372.876700196 181498.255919902,530373.478589657 181496.166517987,530367.525655542 181494.397024499,530361.59745661 181490.848040385,530360.723480133 181492.507565351)","LINESTRING (-0.122443275295969 51.517379385476,-0.12243537789301 51.5173604700733,-0.122521777164018 51.5173459408426,-0.12260847765518 51.5173154142653,-0.122620453077808 51.5173305292503)",46042382,Defined By Custodian,4/9/17 23:31,1356
bus cage,,at any time,N/A,N/A,N/A,N/A,High Holborn,WC1V 7EX,CA-C,N/A,17,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530644,181544,"LINESTRING (530653.381923917 181543.80288222,530652.944935679 181545.792312751,530636.009580177 181542.293314329,530636.487793721 181539.92399254)","LINESTRING (-0.118386047967292 51.517723953024,-0.118391605536436 51.5177419321782,-0.118636837639943 51.5177144010123,-0.118630826845734 51.5176929984196)",46042383,Defined By Custodian,4/9/17 23:31,1357
free (buses),1,at any time,N/A,N/A,N/A,N/A,High Holborn,WC1V 6BH,CA-C,N/A,11,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530668,181546,"LINESTRING (530674.852063024 181545.872289858,530674.274908747 181547.821731836,530662.822518878 181544.732616086,530663.300732422 181542.803168385)","LINESTRING (-0.118076026323983 51.5177375885517,-0.118083617532374 51.5177552407514,-0.118249721613929 51.5177301266984,-0.118243548077839 51.5177126770523)",46042384,Defined By Custodian,4/9/17 23:31,1358
bus cage,1,at any time,N/A,N/A,N/A,N/A,High Holborn,WC1V 7JY,CA-C,N/A,46,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530906,181596,"LINESTRING (530929.698656598 181598.65718034,530929.393589337 181600.516648073,530883.682970593 181592.548928809,530884.070488465 181590.719452491)","LINESTRING (-0.114385639794599 51.5181529903866,-0.114389343866865 51.5181697712478,-0.115050719328345 51.5181087515233,-0.115045816266352 51.5180922211149)",46042385,Defined By Custodian,4/9/17 23:31,1359
resident permit holders only,1,"mon-fri 09:00-18:30, sat 09:30-13:30",N/A,N/A,N/A,N/A,Baynes Mews,NW3 5BG,CA-B,CA-B,1,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",526816,184895,"LINESTRING (526815.075119644 184893.713980142,526817.787744746 184896.733115924)","LINESTRING (-0.17246899402234 51.5487029256577,-0.172428806489276 51.5487294490159)",46035083,Defined By Custodian,4/9/17 23:31,136
taxi rank,,at any time,N/A,N/A,N/A,N/A,Serle Street,WC2A 3TP,CA-C,N/A,15,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530908,181376,"LINESTRING (530910.726771004 181377.150585943,530908.574810057 181376.32082346,530915.533641626 181360.735284774)","LINESTRING (-0.114741107362302 51.5161667997828,-0.114772410892349 51.5161598412548,-0.114677963000889 51.516018169752)",46042386,Defined By Custodian,4/9/17 23:31,1360
taxi rank,,at any time,N/A,N/A,N/A,N/A,Carey Street,WC2A 1DT,CA-C,N/A,18,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",531109,181277,"LINESTRING (531117.578863909 181282.077800245,531118.213733614 181279.908421223,531100.354931269 181275.659637425,531099.76953193 181277.819019308)","LINESTRING (-0.11179706064948 51.5152644979384,-0.111788722722122 51.5152448554956,-0.112047524107518 51.5152108141307,-0.11205515332754 51.5152303552476)",46042387,Defined By Custodian,4/9/17 23:31,1361
disabled (green permit),1,at any time,N/A,N/A,N/A,N/A,Lincoln's Inn Fields,WC2A 3JW,CA-C,N/A,6,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530672,181352,"LINESTRING (530671.694204622 181348.498787435,530673.821430387 181349.458512717,530671.207746017 181354.816978872,530669.039294948 181353.807267898)","LINESTRING (-0.118194616946046 51.5159646049631,-0.118163622184401 51.5159727380491,-0.118199283545677 51.5160214963361,-0.118230890633002 51.5160129235666)",46042388,Defined By Custodian,4/9/17 23:31,1362
disabled (green permit),1,at any time,N/A,N/A,N/A,N/A,Lincoln's Inn Fields,WC2A 3LJ,CA-C,N/A,8,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530684,181329,"LINESTRING (530683.05589882 181325.565352063,530685.966405388 181326.924962878,530683.212554981 181332.733300259,530680.293803351 181331.27371806)","LINESTRING (-0.118039464368966 51.5157558861314,-0.11799703974036 51.5157674317631,-0.11803455299775 51.515820265297,-0.118077133451736 51.5158078231563)",46042389,Defined By Custodian,4/9/17 23:31,1363
trader,1,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Brooke Street,EC1N 7RS,CA-D,N/A,851,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",0,0,,,46126894,Defined By Custodian,4/9/17 23:31,8298
solo motorcycles,1,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,Whetstone Park,WC1V 7EN,CA-C,N/A,3,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530707,181486,"LINESTRING (530709.077311655 181488.348755798,530709.761651726 181486.839187907,530705.96892362 181485.479577092,530705.400014404 181486.899170738)","LINESTRING (-0.117604360006411 51.5172127382155,-0.117595062211826 51.5171990141725,-0.117650195612263 51.5171876726316,-0.117657864113694 51.5172005614276)",46042390,Defined By Custodian,4/9/17 23:31,1364
taxi rank,,mon-sun 20:30-06:30,N/A,N/A,N/A,N/A,Drury Lane,WC2B 5PN,CA-C,N/A,13,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530354,181245,"LINESTRING (530360.121590673 181243.048972131,530359.610396885 181240.709641757,530350.046126007 181249.627089164,530352.189841894 181250.536828754)","LINESTRING (-0.122721295421615 51.5150888816,-0.122729522535463 51.5150679767935,-0.122863983847594 51.5151503191072,-0.122832771399017 51.5151580004394)",46042391,Defined By Custodian,4/9/17 23:31,1365
loading / resident permit holders,1,mon-sat 08:30-18:30,loading 40 minutes,N/A,N/A,N/A,Great Queen Street,WC2B 5AA,CA-C,N/A,22,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530423,181238,"LINESTRING (530416.460093177 181232.831896738,530418.628544246 181231.402305954,530423.707501885 181238.980136823,530431.474349442 181249.117235109,530429.495534778 181250.536828754)","LINESTRING (-0.121913619177574 51.5149840746593,-0.121882915115287 51.5149707273954,-0.121806961135421 51.5150376550062,-0.121691346719226 51.515126961734,-0.121719323156737 51.515140175469)",46042392,Defined By Custodian,4/9/17 23:31,1366
paid-for,5,mon-sat 08:30-18:30,2 hours,å£5.55 p/h,13275,C104,Great Queen Street,WC2B 5AA,CA-C,N/A,28,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530436,181249,"LINESTRING (530433.164586968 181240.489704713,530431.210507487 181241.639375624,530431.424879075 181242.059255434,530433.675780756 181245.318322536,530436.528571897 181249.507123504,530439.99974262 181254.065818591,530444.179988599 181258.994407797,530448.863183304 181264.632793826,530450.017491858 181263.613085714)","LINESTRING (-0.121670191313803 51.5150490396815,-0.121697911215189 51.5150598220273,-0.121694668371864 51.5150635458763,-0.121661043490748 51.5150923146489,-0.121618405741361 51.5151292997303,-0.121566724538593 51.5151694662489,-0.121504693540017 51.5152127932713,-0.121435155918043 51.5152623829006,-0.121418907177245 51.5152529529108)",46042393,Defined By Custodian,4/9/17 23:31,1367
bus cage,,at any time,loading 40 minutes,N/A,N/A,N/A,Twyford Place,WC2B 6AQ,CA-C,N/A,57,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530549,181446,"LINESTRING (530564.52490043 181424.007173384,530560.938298851 181422.437622664,530538.421036984 181471.20366353,530541.702571303 181472.633254314)","LINESTRING (-0.119710277713798 51.5166679226944,-0.11976251868992 51.5166546459092,-0.120068805275801 51.5170980850514,-0.120021009786614 51.5171101746332)",46042394,Defined By Custodian,4/9/17 23:31,1368
taxi rank,,at any time,N/A,N/A,N/A,N/A,Great Queen Street,WC2B 5BX,CA-C,N/A,15,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530524,181350,"LINESTRING (530520.49627415 181343.180309834,530518.880242175 181344.799846246,530529.920378989 181355.496784279,530531.305549254 181353.907239282)","LINESTRING (-0.120374352310129 51.5159517287786,-0.120397029577233 51.515966655898,-0.120234056241 51.5160602366554,-0.120214693091686 51.5160456323161)",46042395,Defined By Custodian,4/9/17 23:31,1369
permit holders only,5,"mon-fri 09:00-18:30, sat 09:30-13:30",N/A,N/A,N/A,N/A,Belsize Terrace,NW3 4AX,CA-B,CA-B,21,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",526914,184905,"LINESTRING (526917.140731015 184900.492039943,526914.551781829 184905.190694967,526900.93094089 184919.666551296)","LINESTRING (-0.170995359378666 51.5487409139129,-0.171030983604827 51.5487837215286,-0.171222100664848 51.548916873581)",46035084,Defined By Custodian,4/9/17 23:31,137
loading,1,mon-sat 08:30-18:30,loading 40 minutes,N/A,N/A,N/A,Great Queen Street,WC2B 5AE,CA-C,N/A,13,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530457,181274,"LINESTRING (530454.799627297 181268.111797972,530453.191840382 181269.381434542,530461.502861972 181279.438555721,530463.151874192 181278.138927735)","LINESTRING (-0.121348365718828 51.515292277868,-0.121371053602459 51.5153040584879,-0.121247629351965 51.5153925205009,-0.121224358768859 51.5153804608253)",46042396,Defined By Custodian,4/9/17 23:31,1370
business scheme a,1,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,Great Queen Street,WC2B 5RG,CA-C,BUSA,5,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530466,181293,"LINESTRING (530462.945747665 181292.694761172,530464.421613602 181291.535093123,530467.645432492 181295.653914123,530466.120096189 181296.843573586)","LINESTRING (-0.121221945397802 51.5155113158475,-0.121201116884235 51.5155005538773,-0.121153160230436 51.5155368242972,-0.121174690195277 51.5155478672102)",46042397,Defined By Custodian,4/9/17 23:31,1371
solo motorcycles,1,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,Parker Street,WC2B 5PJ,CA-C,N/A,14,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530463,181363,"LINESTRING (530467.571226942 181369.96264347,530469.096563246 181368.203147121,530458.732521442 181358.545911476,530457.083509222 181360.005493675)","LINESTRING (-0.12112675049114 51.5162046242378,-0.121105430958228 51.5161884604183,-0.121258280436969 51.5161040658495,-0.121281492247728 51.5161175629654)",46042398,Defined By Custodian,4/9/17 23:31,1372
loading / disabled (blue badge),,mon-sat 08:30-18:30,loading 40 minutes,N/A,N/A,N/A,Parker Street,WC2B 5PN,CA-C,N/A,13,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530379,181254,"LINESTRING (530381.426828558 181261.563672353,530383.224251878 181260.264044368,530375.210052488 181249.117235109,530374.171174789 181250.036971837)","LINESTRING (-0.122407590766262 51.5152503541988,-0.122382182345301 51.5152382605324,-0.122501731469885 51.5151399362645,-0.122516354766666 51.5151484410903)",46042399,Defined By Custodian,4/9/17 23:31,1373
loading / disabled (blue badge),,mon-sat 08:30-18:30,loading 40 minutes,N/A,N/A,N/A,Drury Lane,WC2B 5RB,CA-C,N/A,12,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530293,181307,"LINESTRING (530299.404960724 181303.691613355,530297.937339848 181302.471962477,530289.543867648 181312.659046454,530290.994998401 181313.718743119)","LINESTRING (-0.123573412321632 51.5156478468764,-0.123595001404917 51.5156372245134,-0.123712133646291 51.5157307058384,-0.123690841127231 51.5157398945754)",46042400,Defined By Custodian,4/9/17 23:31,1374
